,idade,salario
10978,26,1100
10979,43,3500
10980,20,800
10981,44,4200
10982,21,1850
10983,22,900
10984,39,2600
10985,22,1000
10986,25,1600
10987,26,1300
10988,38,3450
10989,45,5500
10990,39,2500
10991,23,1600
10992,36,3800
10993,31,10000
10994,25,1900
10995,48,1735
10996,24,1500
10997,44,2500
10998,28,880.00
10999,28,1205.00
11000,49,13000
11001,51,8500
11002,33,2226
11003,36,8500
11004,38,4800
11005,26,2500
11006,35,1675
11007,23,1200
11008,55,9500
11009,30,4000
11010,22,1200
11011,47,2000
11012,21,1300
11013,41,3000
11014,19,1400
11015,56,1413.26
11016,28,1649
11017,20,972
11018,52,5681
11019,48,1290
11020,51,6588
11021,55,14000.00
11022,38,3340
11023,35,2500
11024,21,1145
11025,24,1300
11026,31,2500.00
11027,31,4500
11028,24,1400
11029,44,7000
11030,54,1700.00
11031,22,677.67
11032,41,6000.00
11033,31,3800
11034,24,808.00
11035,46,3000
11036,39,2058
11037,28,1500
11038,21,1200
11039,25,1200
11040,39,9100
11041,34,1200.00
11042,30,1278
11043,28,2100
11044,28,1000
11045,35,7156
11046,28,2500
11047,34,3700
11048,23,638
11049,29,2500
11050,42,1489
11051,29,1442.00
11052,37,1300
11053,45,9500
11054,46,5000
11055,26,1636.47
11056,27,3114
11057,27,3000
11058,26,2065
11059,38,2300
11060,26,650
11061,34,1500
11062,30,778
11063,25,1500
11064,64,6000
11065,35,3000
11066,29,1200
11067,46,2500
11068,31,1587
11069,48,8000
11070,48,5000
11071,37,13500
11072,35,3000
11073,28,3500
11074,57,19400
11075,26,1061
11076,42,4226
11077,35,14486
11078,25,800
11079,40,2390
11080,30,4184
11081,58,4000
11082,31,1550
11083,49,5000
11084,31,5800
11085,30,897
11086,44,788.88
11087,45,2500
11088,22,1500
11089,37,2400
11090,29,2220
11091,39,6900
11092,37,2900
11093,26,1500
11094,27,2200
11095,29,1900
11096,47,2400
11097,57,5500
11098,23,1500
11099,52,5000
11100,42,2200
11101,52,2300
11102,25,1200
11103,63,3000
11104,53,3100
11105,61,5000
11106,55,9800
11107,26,1000
11108,25,1600
11109,45,15000
11110,25,3468
11111,53,12000
11112,27,1828
11113,33,1830
11114,42,7500
11115,25,1200
11116,34,5800
11117,23,1211
11118,59,3000
11119,30,3000.00
11120,19,1100
11121,23,1152
11122,45,2500
11123,52,1700
11124,27,1600
11125,35,1500
11126,25,1800
11127,36,830
11128,45,1380
11129,64,30000
11130,31,1078
11131,35,1500
11132,47,10000
11133,32,12800
11134,26,1100
11135,30,1333
11136,41,1860
11137,41,25000
11138,30,1300.00
11139,41,3000
11140,26,1500
11141,21,750
11142,26,835
11143,40,2500
11144,41,3500.00
11145,44,3000
11146,24,1645
11147,73,30000
11148,38,1800
11149,35,5000
11150,42,9000
11151,20,1110
11152,43,5000
11153,34,1580
11154,54,1500
11155,28,1100
11156,44,7000
11157,32,5000
11158,29,726.00
11159,25,2000
11160,39,5640
11161,34,4000
11162,32,5000
11163,49,6700
11164,59,9000
11165,48,6000
11166,27,1750
11167,33,1500.00
11168,26,1500
11169,42,1880.00
11170,21,1500
11171,35,2500
11172,36,2876.76
11173,30,1200
11174,26,1800
11175,42,12150.00
11176,33,5000
11177,30,5000
11178,30,1800
11179,29,1200
11180,42,8000
11181,22,700
11182,30,1500.00
11183,65,8000
11184,38,1500
11185,35,7800
11186,23,1179
11187,23,1200
11188,29,1900
11189,24,1000.00
11190,26,1100
11191,27,1807
11192,33,9800
11193,22,900
11194,28,1595
11195,24,724
11196,34,2700
11197,24,1700
11198,25,1166.33
11199,20,880
11200,49,1783
11201,21,1118.00
11202,52,1500
11203,42,17000
11204,26,2500.00
11205,19,1315
11206,30,1500
11207,54,29000
11208,31,1200
11209,42,7000
11210,42,940
11211,38,12450
11212,28,7000.00
11213,20,650
11214,34,3500.00
11215,47,2200
11216,48,1354.00
11217,21,1051
11218,29,1565
11219,22,1000
11220,29,1200
11221,37,720
11222,21,800
11223,40,5850
11224,33,1960
11225,44,2200
11226,34,4000
11227,29,864.00
11228,39,4180
11229,24,880
11230,24,1200
11231,40,905.00
11232,31,2500
11233,39,1500
11234,42,1700
11235,57,2200
11236,39,5800
11237,25,1940
11238,34,3000
11239,36,1700
11240,39,5872
11241,42,5000
11242,47,2500
11243,30,1080
11244,54,20000.00
11245,34,1400
11246,30,1385
11247,23,1145
11248,44,2416
11249,61,6000
11250,36,11200
11251,35,4200
11252,51,10800
11253,58,2000
11254,31,4000
11255,35,1600
11256,43,2000
11257,34,3800
11258,38,7200
11259,27,2500
11260,26,1300.00
11261,35,7500.00
11262,35,2000
11263,26,4000
11264,29,1260
11265,40,6470
11266,51,5600
11267,33,1300
11268,29,2230
11269,22,1355
11270,24,1000
11271,23,1400
11272,23,2500
11273,31,1700
11274,23,1000
11275,55,8000.00
11276,42,9500
11277,20,954
11278,38,4480
11279,55,8200
11280,36,2500
11281,44,7000
11282,27,1890
11283,27,1500
11284,40,2500
11285,34,4100
11286,50,9500
11287,41,3000
11288,21,1000
11289,42,24000
11290,39,1700
11291,30,2350.00
11292,33,7000
11293,19,900
11294,41,7000
11295,37,3008
11296,32,2000
11297,37,5300
11298,46,11000
11299,35,4050
11300,56,7601.00
11301,31,1200
11302,26,3805
11303,21,1400
11304,20,880
11305,19,536.76
11306,50,1700
11307,30,3500.00
11308,34,1400
11309,50,15000
11310,36,6000
11311,35,1200
11312,28,2800.00
11313,24,1500
11314,32,4457
11315,29,1959
11316,33,1319
11317,26,1200
11318,43,4750
11319,33,3000
11320,34,2500.00
11321,34,1900
11322,68,7000
11323,28,1345
11324,42,17200
11325,33,4800
11326,22,1100
11327,35,3500.00
11328,27,3100
11329,38,3190.00
11330,25,3500
11331,30,3000
11332,32,4000
11333,32,1000
11334,25,900.00
11335,42,24500.00
11336,22,1255
11337,24,1200
11338,38,6500
11339,26,1200
11340,48,3000
11341,24,1079
11342,23,1200
11343,37,3000
11344,41,3000
11345,42,1500
11346,40,12000
11347,42,1500
11348,32,1500
11349,51,6000
11350,39,16000
11351,24,6000
11352,22,1800
11353,43,3000
11354,40,1800
11355,25,1591
11356,42,15740.00
11357,23,1200
11358,27,1556
11359,20,954
11360,38,3500
11361,29,1300
11362,25,2000
11363,38,1400
11364,49,9000
11365,47,7723
11366,30,2300
11367,26,1300
11368,34,950
11369,30,1580
11370,60,2000.00
11371,34,1320
11372,34,3000
11373,35,1900.00
11374,32,4200
11375,26,2500
11376,55,4500
11377,40,1500
11378,30,1480
11379,23,2250
11380,30,1113.29
11381,35,4512.00
11382,23,880
11383,43,6334
11384,36,3300
11385,22,1500
11386,55,10000
11387,55,3500
11388,64,15000.00
11389,45,1500
11390,32,3200
11391,28,2900
11392,38,13200
11393,19,1000
11394,45,3300.00
11395,40,12000
11396,35,5800
11397,27,1750
11398,23,800
11399,33,1687
11400,44,11300
11401,49,8800
11402,35,3000
11403,28,5800
11404,31,8000
11405,37,6400
11406,28,750
11407,34,5000
11408,22,1200
11409,42,5050
11410,47,1500.00
11411,47,2800
11412,20,1000
11413,24,1200
11414,54,2967
11415,26,1085
11416,20,711
11417,26,3000
11418,19,954
11419,56,10000
11420,22,1200
11421,48,3020.00
11422,53,700
11423,40,2665.45
11424,23,1500
11425,36,4700
11426,23,1000
11427,24,880.00
11428,26,1400
11429,20,900
11430,38,1469
11431,49,10200
11432,25,937
11433,34,2000
11434,24,1700
11435,25,1099
11436,24,1400.00
11437,44,6000
11438,28,1000
11439,44,4500
11440,25,2100
11441,31,880
11442,39,7000
11443,48,2711
11444,35,1700
11445,30,3966
11446,37,4000
11447,30,1800
11448,33,3150
11449,41,8000
11450,26,2400
11451,30,2858
11452,42,1570
11453,43,11700
11454,24,1440.00
11455,24,1000
11456,46,1800
11457,38,1498
11458,20,980
11459,26,5000
11460,28,1608
11461,28,1000
11462,32,5500
11463,26,1800
11464,35,2500
11465,43,1350
11466,24,1317.60
11467,41,5000
11468,32,3000
11469,29,5000
11470,34,5200
11471,25,950
11472,42,2000
11473,53,2000
11474,46,1800
11475,43,4700
11476,23,1500
11477,53,2350
11478,32,2000
11479,36,6500
11480,21,1600
11481,31,5100
11482,30,1000
11483,37,3900
11484,29,1300
11485,34,1402
11486,32,5324
11487,43,1000
11488,31,1800
11489,39,11000
11490,29,1950
11491,43,1500
11492,26,1386.39
11493,45,2192.88
11494,23,1300
11495,54,3500.00
11496,23,600
11497,21,1229
11498,38,4000
11499,38,7000.00
11500,37,3000
11501,26,1880
11502,32,2500
11503,30,1547
11504,29,1800
11505,52,10500
11506,27,1500
11507,23,1070
11508,42,2200
11509,34,850
11510,29,5800
11511,32,1700
11512,32,2500
11513,48,4500
11514,30,2500.02
11515,36,6500
11516,31,4000
11517,43,1210.02
11518,44,1200
11519,27,900
11520,25,1000
11521,53,9000
11522,51,1500
11523,23,1060
11524,39,1560
11525,29,3700
11526,37,1500
11527,33,8000
11528,31,7754
11529,20,1300
11530,36,2500
11531,20,1012
11532,23,638
11533,40,1200
11534,41,26000
11535,25,1000
11536,26,1540.00
11537,23,1500
11538,32,1500
11539,26,1000
11540,41,8900
11541,32,2500
11542,36,11110
11543,60,1200.00
11544,25,1200
11545,38,2700
11546,40,5000
11547,39,10000
11548,31,1361
11549,45,5326.71
11550,35,2000
11551,52,1350
11552,39,2100
11553,49,2000.00
11554,35,2800
11555,29,2000
11556,35,2200
11557,24,1228.28
11558,41,10000
11559,24,1200
11560,54,690
11561,31,4000
11562,24,1362.56
11563,41,2600
11564,28,5000
11565,35,1951.31
11566,28,1500
11567,30,3450
11568,24,1500
11569,28,1000
11570,29,2732
11571,38,5623
11572,43,1440
11573,37,8000
11574,29,2645
11575,46,18000.00
11576,36,4000
11577,24,1100
11578,21,1500
11579,26,1303
11580,21,1350
11581,26,1000.00
11582,31,3400
11583,20,1050
11584,26,1042
11585,21,1700
11586,35,5500
11587,32,1800
11588,22,1530
11589,25,1130
11590,53,1500.00
11591,27,937
11592,34,1060.00
11593,39,3000
11594,43,6798.23
11595,22,1200
11596,31,8050
11597,26,1400
11598,32,1300
11599,26,2900
11600,46,1300
11601,31,1200
11602,28,1270.42
11603,33,4500
11604,31,2800
11605,36,1330
11606,24,1500
11607,27,1198.00
11608,27,1100
11609,47,3500
11610,33,1086
11611,31,980.00
11612,31,1650
11613,38,7698.6
11614,52,3500
11615,21,600
11616,22,1400
11617,43,1500
11618,43,5602
11619,40,1800
11620,29,600.00
11621,20,1000
11622,20,1200
11623,21,1076.2
11624,41,4000
11625,41,1289
11626,60,2400
11627,24,1625
11628,29,1380.00
11629,21,660
11630,31,1000
11631,54,10000
11632,32,1800
11633,46,2971
11634,41,7500.00
11635,45,2000
11636,28,1317.96
11637,28,1673
11638,53,6000
11639,29,3500
11640,49,1200.00
11641,42,9000
11642,47,3000
11643,54,4000
11644,34,3394
11645,29,2000
11646,32,1495
11647,28,2100
11648,37,7000
11649,62,7500
11650,37,6500
11651,22,1200
11652,24,1000
11653,29,996
11654,29,1000
11655,36,4100.00
11656,34,3500.00
11657,68,3250
11658,36,7500
11659,39,7000
11660,53,5000
11661,31,1800
11662,38,2985
11663,29,1600
11664,55,14000
11665,33,6500
11666,30,2534
11667,25,1200
11668,30,4050
11669,50,18000
11670,62,8000
11671,47,700
11672,43,2000
11673,27,1200.00
11674,48,3320
11675,48,5000
11676,25,1200.00
11677,59,1300
11678,40,5000
11679,22,620
11680,37,5700
11681,19,954
11682,25,1269
11683,33,3955
11684,26,3000
11685,26,1800
11686,38,2033
11687,46,11000.00
11688,51,13000.00
11689,29,1360
11690,30,1500
11691,29,3500
11692,38,2800
11693,50,1891
11694,40,10000
11695,31,8000
11696,22,1650.23
11697,41,2677
11698,36,906.4
11699,34,6750
11700,41,3000.00
11701,28,3100
11702,39,3009
11703,29,3500
11704,33,1616
11705,36,10000
11706,26,600
11707,27,600
11708,29,3000.00
11709,25,1255
11710,48,2500
11711,26,1700
11712,23,966
11713,40,8000
11714,29,1239
11715,59,3500
11716,39,5500
11717,36,2450
11718,34,2200
11719,35,1018.29
11720,36,4800
11721,20,957
11722,32,2780
11723,27,515
11724,26,1800
11725,21,1000
11726,26,920
11727,24,1300
11728,37,1600.00
11729,24,1220.00
11730,21,1200
11731,52,3450
11732,22,800
11733,29,1350.00
11734,40,7000
11735,32,1500
11736,39,2800
11737,50,6000
11738,27,986
11739,25,1330
11740,30,1100
11741,53,3500
11742,44,7000
11743,29,1200.00
11744,24,960
11745,50,7800
11746,38,5800
11747,24,700
11748,39,16826
11749,38,3670
11750,29,3500
11751,30,3900
11752,20,1400
11753,43,1050
11754,36,3600
11755,62,1600
11756,39,2015.00
11757,44,3500
11758,22,1051
11759,51,1700
11760,31,2800
11761,47,1300
11762,28,2400
11763,39,2000
11764,23,1000
11765,40,4828
11766,40,3850
11767,22,1300
11768,35,1300
11769,52,11000
11770,38,7400
11771,37,2000
11772,35,2600
11773,37,6800
11774,27,800
11775,26,1200
11776,37,4000
11777,44,12000
11778,45,8000.00
11779,52,8000
11780,30,1600
11781,33,2200
11782,37,7800
11783,28,1345
11784,51,6000
11785,35,4440
11786,40,6000
11787,29,3100
11788,23,930.00
11789,31,5000
11790,47,16000
11791,31,7500
11792,25,1040
11793,22,1000
11794,31,2100
11795,27,1215
11796,27,1736
11797,42,1800
11798,34,1000
11799,42,2240
11800,35,5126
11801,21,1200.00
11802,27,1200.00
11803,48,2500
11804,47,9000
11805,28,6000
11806,57,21000
11807,37,8500
11808,26,1300.00
11809,22,900
11810,35,6000
11811,24,1603.08
11812,45,3700
11813,36,6000
11814,40,2000
11815,27,1000.00
11816,38,1300
11817,38,2080
11818,38,8500
11819,33,2800
11820,44,10000.00
11821,29,1200
11822,23,1000
11823,46,6000
11824,20,1000
11825,25,2600
11826,32,2200
11827,36,1655
11828,22,1000
11829,28,1904
11830,21,880
11831,24,1040
11832,20,1300
11833,53,2300
11834,39,1200.00
11835,22,1338
11836,24,1000
11837,34,3200.00
11838,29,1350
11839,28,3000
11840,24,1097
11841,29,2500
11842,35,2700.00
11843,53,3400
11844,33,3800
11845,26,1800
11846,48,2800
11847,28,2394
11848,38,4600
11849,38,5500
11850,25,2500
11851,27,5165.00
11852,21,937
11853,39,1831
11854,30,1538
11855,32,3059.00
11856,24,1200.00
11857,25,1300
11858,32,1200
11859,19,937
11860,33,6000
11861,36,3500
11862,28,2500
11863,53,940
11864,45,1500
11865,24,1500
11866,40,3500.00
11867,40,8100
11868,29,1240
11869,35,3000
11870,22,1000
11871,39,3200
11872,33,4000
11873,32,2400
11874,41,1600
11875,25,3000
11876,26,2200
11877,31,4100
11878,28,1200.00
11879,30,1500
11880,26,1200
11881,49,6000
11882,25,937
11883,52,4200
11884,24,5120
11885,36,1530
11886,30,4000
11887,57,15000
11888,52,9500
11889,57,3300
11890,34,4000
11891,29,950
11892,39,2029
11893,26,1225
11894,33,2500
11895,22,650
11896,52,9000
11897,31,1500
11898,24,2761
11899,33,970
11900,42,1419
11901,24,1470
11902,24,1400
11903,46,1318.00
11904,37,1600
11905,27,3000
11906,30,5200
11907,21,1000
11908,28,2500.00
11909,43,3936
11910,31,1950
11911,30,8154
11912,36,11000
11913,53,11000
11914,38,1000.00
11915,24,3200
11916,27,6000
11917,38,1116.66
11918,22,788.00
11919,27,1560
11920,37,2100
11921,29,1550
11922,25,900.00
11923,33,4800
11924,24,862
11925,19,700
11926,30,800.00
11927,48,2500
11928,30,2037.96
11929,24,1200
11930,47,2000
11931,27,1600
11932,36,1300.00
11933,36,2500
11934,34,6200
11935,27,1100
11936,30,3337.24
11937,28,2500
11938,41,1800
11939,40,2000
11940,49,1768.3
11941,32,600
11942,28,965
11943,28,900
11944,22,1900
11945,39,900.00
11946,41,14000
11947,38,4000.00
11948,44,12000
11949,21,859
11950,40,5966.77
11951,58,16607
11952,38,2500
11953,19,954
11954,30,3000
11955,28,1500
11956,46,7000
11957,29,5500
11958,25,1300
11959,38,2000
11960,24,1300
11961,35,950.00
11962,43,8067.37
11963,49,3500
11964,30,2455
11965,49,18000
11966,25,1937
11967,27,1200
11968,23,1502
11969,46,3000
11970,33,3000
11971,41,2500
11972,22,600
11973,46,6800
11974,26,750
11975,30,2000.03
11976,29,1000
11977,23,1300
11978,32,1341.00
11979,26,1500
11980,54,10000
11981,33,1250
11982,44,4000
11983,35,10500
11984,26,1140
11985,39,1300
11986,35,1500
11987,21,1500
11988,44,1100
11989,39,3000
11990,25,2700
11991,41,925
11992,46,3300
11993,55,1880.00
11994,34,9000
11995,22,800
11996,21,1300.00
11997,33,5900.00
11998,26,1500
11999,25,700
12000,57,9000
12001,29,3200
12002,58,1200
12003,33,1200
12004,23,600.00
12005,58,3500
12006,59,4400
12007,27,1500
12008,43,900
12009,37,3032
12010,23,1206
12011,33,1302
12012,42,13000
12013,48,2500
12014,23,2200
12015,24,1500
12016,34,4000
12017,36,1750
12018,46,3000
12019,43,1200
12020,31,600
12021,34,2500
12022,35,10000.00
12023,27,3000
12024,21,2000
12025,33,2000.00
12026,37,3075
12027,45,2000
12028,33,7000
12029,27,1120
12030,42,3500
12031,21,700
12032,26,880
12033,47,845.00
12034,40,10400
12035,33,3500
12036,36,2000.00
12037,40,1800
12038,38,6800
12039,37,7000
12040,27,2500
12041,34,1000.00
12042,26,1100
12043,45,4000
12044,22,1500
12045,30,2000
12046,20,1000
12047,37,1600
12048,39,3000
12049,25,1000
12050,29,1439.29
12051,39,3600
12052,26,1600
12053,27,1100
12054,56,1302.73
12055,28,1700
12056,29,1449
12057,38,4800
12058,39,1700
12059,24,3000
12060,46,5600
12061,28,1000
12062,26,3200
12063,26,4100
12064,25,1500
12065,28,1200
12066,45,10200
12067,28,3300
12068,27,2200
12069,25,1000.00
12070,57,7000
12071,39,1590
12072,22,1780
12073,43,1609.00
12074,28,1750
12075,25,1200.00
12076,23,1500
12077,31,750
12078,42,1800
12079,26,800
12080,31,6500
12081,29,2111
12082,39,2000
12083,39,1500
12084,38,1300
12085,27,1500
12086,31,2000
12087,37,4140
12088,37,1900
12089,34,3000
12090,21,1400
12091,32,1600
12092,35,7500
12093,21,934
12094,37,1400
12095,42,4500
12096,20,1000
12097,33,1230
12098,40,4000
12099,40,2934
12100,36,2800
12101,34,3600
12102,47,1500
12103,54,9037
12104,28,1500
12105,57,1600
12106,42,6000
12107,23,520
12108,36,4980
12109,29,4500
12110,26,2200
12111,28,2600
12112,26,850
12113,32,1200
12114,36,4000
12115,41,1429
12116,56,5000
12117,29,2000.00
12118,41,8109
12119,34,1800
12120,22,1000
12121,34,5000
12122,20,1400
12123,44,1500
12124,26,3500
12125,23,1200
12126,27,1500
12127,30,1300
12128,49,9580
12129,26,1480.74
12130,39,12000
12131,29,1500
12132,38,2670
12133,37,1400
12134,33,5300
12135,31,2000
12136,45,5000
12137,25,890
12138,46,3600.00
12139,40,7000
12140,31,1000
12141,30,1500
12142,35,4000
12143,27,1530.41
12144,31,1560
12145,36,1800
12146,35,1600
12147,24,2000.00
12148,23,1200.00
12149,27,1500
12150,54,7500
12151,43,6000
12152,42,1470
12153,37,3000
12154,36,1993
12155,52,3500
12156,36,10000.00
12157,26,954
12158,26,930
12159,29,1100
12160,26,960
12161,42,1750
12162,44,2000
12163,22,1100
12164,23,3000
12165,21,2000
12166,27,2500
12167,28,3500
12168,30,880
12169,21,1252.13
12170,29,2500
12171,22,1386.03
12172,33,1588
12173,39,2000.00
12174,20,1000
12175,32,2702
12176,35,5000.00
12177,41,20000
12178,50,1600
12179,45,14500
12180,30,2000
12181,44,2047
12182,57,3000
12183,38,1200
12184,25,1500
12185,45,33000
12186,27,1500
12187,30,1700
12188,36,10000.00
12189,31,2500
12190,28,700
12191,28,2900
12192,27,1300
12193,32,1600
12194,44,7000
12195,30,520
12196,29,1575
12197,43,7100
12198,55,10000
12199,31,4200
12200,28,1000
12201,44,1700
12202,21,1600.00
12203,24,1200
12204,29,1800
12205,22,1200
12206,46,2000
12207,27,1500
12208,44,7784
12209,27,2100
12210,42,7000
12211,41,1500
12212,22,1112
12213,41,2230
12214,30,1674
12215,52,7000
12216,35,1537
12217,34,7000
12218,47,4500
12219,31,4500
12220,40,1300
12221,21,1000
12222,25,1400
12223,28,2700
12224,32,5000
12225,57,15000
12226,30,1000
12227,38,1500
12228,29,1406
12229,33,2000
12230,44,11000
12231,54,4500
12232,32,1244
12233,36,1350
12234,33,3300
12235,27,1376.36
12236,42,6500
12237,38,1500
12238,37,3000
12239,25,2500
12240,28,1300
12241,33,1690
12242,20,600
12243,33,1300
12244,43,1940
12245,32,1500
12246,38,2500
12247,31,1600
12248,32,6200
12249,26,1700
12250,48,4500
12251,55,7000
12252,25,1500
12253,30,1400
12254,29,2500
12255,42,3000.00
12256,27,1400
12257,23,1291
12258,33,2500.00
12259,32,2800
12260,33,1000.00
12261,40,3000
12262,34,2500
12263,53,24100
12264,36,15000
12265,32,1074
12266,26,1800
12267,45,6000
12268,30,3500
12269,28,1948
12270,24,1600
12271,57,24000
12272,29,1200
12273,37,4500
12274,28,954
12275,40,7500
12276,42,1541
12277,32,3000
12278,31,6400
12279,43,1800
12280,49,1500
12281,37,4000
12282,40,2960
12283,32,8500
12284,49,8000
12285,27,1915
12286,42,1800
12287,38,3000
12288,33,6000
12289,40,2000
12290,36,1800
12291,24,850
12292,44,6700
12293,30,2000
12294,46,15000
12295,19,1000
12296,57,6800.00
12297,35,3000
12298,31,3100
12299,19,680
12300,26,1350
12301,25,1222.00
12302,26,1600
12303,39,22000.00
12304,43,12000
12305,23,700.00
12306,27,937.00
12307,41,3170
12308,57,6500
12309,23,1000
12310,22,1400
12311,32,539
12312,37,8400
12313,43,1200
12314,20,1000
12315,37,5000
12316,35,2869.24
12317,33,6156
12318,26,1000.00
12319,37,1200
12320,32,4200
12321,37,5300
12322,31,1500
12323,33,3000
12324,33,4000
12325,49,7000.00
12326,27,3800
12327,29,1750
12328,27,1103
12329,26,2000
12330,32,2270
12331,26,1200
12332,37,828.37
12333,47,12750
12334,43,12756
12335,39,8000.00
12336,58,5700
12337,30,3500
12338,24,1300
12339,22,1170
12340,40,7000
12341,23,2600
12342,36,5400
12343,48,3000
12344,29,920
12345,34,3000.00
12346,30,4200.00
12347,24,1500
12348,46,4000
12349,39,1200
12350,38,1500
12351,34,2000
12352,43,5000
12353,39,4152
12354,39,1300
12355,20,1081.52
12356,34,2580
12357,59,5000
12358,46,15000
12359,36,1630.00
12360,61,5000
12361,25,1150.00
12362,38,7500
12363,65,15000
12364,32,700
12365,42,2000
12366,36,12000
12367,31,998.99
12368,41,7392
12369,28,1300
12370,43,2200
12371,31,1545.00
12372,22,880
12373,22,2000
12374,43,5000
12375,24,2500
12376,55,5000
12377,33,1322
12378,35,1694
12379,30,760
12380,33,1300
12381,34,3500
12382,40,1400
12383,23,1300
12384,51,7000
12385,36,10000.00
12386,29,2005
12387,30,1302
12388,28,1195
12389,33,2000
12390,40,8000
12391,28,1000.00
12392,30,2000
12393,23,1180.00
12394,55,2500
12395,39,4000
12396,44,1932.00
12397,42,2600
12398,31,2919
12399,40,1663
12400,20,1500
12401,33,4000
12402,36,1800
12403,46,3000
12404,28,1600
12405,49,8000.00
12406,30,1000.44
12407,44,1552
12408,26,1268.57
12409,32,4200
12410,31,6000
12411,23,2222.22
12412,28,2500
12413,38,1600
12414,33,800
12415,34,5236
12416,29,1500
12417,42,3146
12418,56,6000
12419,31,2200.00
12420,27,2000
12421,35,700
12422,24,1200
12423,32,6000
12424,35,1091
12425,43,1300
12426,53,5000
12427,37,880
12428,30,3000
12429,27,2700
12430,39,3800
12431,31,3300
12432,31,1700
12433,49,12000.00
12434,28,1000
12435,22,1174
12436,35,2200
12437,29,1000
12438,32,2000.00
12439,29,2800
12440,40,1500
12441,22,1533
12442,26,980
12443,34,1250
12444,42,950
12445,36,9800
12446,32,4670
12447,26,2820
12448,21,1338
12449,40,11000
12450,31,3100
12451,40,949.34
12452,22,814.5
12453,23,750
12454,19,1000
12455,30,1306.00
12456,51,3952
12457,44,5550
12458,52,5000
12459,64,8200
12460,34,1400
12461,42,6500
12462,30,3414
12463,41,1529
12464,21,1200
12465,32,1580
12466,45,19000
12467,37,1800
12468,64,22000.00
12469,46,3500
12470,58,12000.00
12471,47,8500.00
12472,29,2414
12473,32,1978.34
12474,24,1080
12475,22,1100
12476,28,1460.00
12477,59,9000
12478,51,11000
12479,36,3310
12480,31,1352.71
12481,36,900
12482,24,980
12483,28,1007.8
12484,27,2059
12485,32,5600
12486,32,1100
12487,23,1300
12488,20,781
12489,23,1080
12490,53,22000
12491,37,6300
12492,27,2200
12493,31,2834.09
12494,52,3000
12495,39,15000
12496,19,703
12497,34,4000
12498,41,1500.00
12499,34,1200
12500,44,4652
12501,27,2500
12502,46,1500
12503,35,1302
12504,36,3400
12505,23,1300
12506,28,1860
12507,49,1834
12508,32,1200
12509,46,3500
12510,45,4695.8
12511,23,1597
12512,40,2500
12513,29,1500.00
12514,48,3200
12515,40,5635
12516,27,1325
12517,32,2429
12518,40,4800
12519,36,8000
12520,39,11000
12521,30,1596.00
12522,42,14891.58
12523,26,1200
12524,26,1200.01
12525,20,1041
12526,31,936
12527,26,1500
12528,42,3000
12529,36,980
12530,39,4000.00
12531,45,1622
12532,23,600
12533,34,1500
12534,25,985.00
12535,36,1300
12536,33,3500
12537,24,1300
12538,34,15000
12539,30,2500.00
12540,31,1420
12541,30,2642
12542,42,1322.44
12543,33,1440
12544,41,766.8
12545,28,954
12546,42,2300
12547,25,2200
12548,27,1100
12549,28,1400
12550,32,7200
12551,39,3500.00
12552,42,2000
12553,29,1000
12554,30,1300
12555,36,4000.00
12556,25,3500
12557,24,1052
12558,30,4247.94
12559,33,2535
12560,28,1000
12561,29,1800
12562,28,880
12563,26,1038
12564,32,3450
12565,31,2300
12566,23,1300
12567,39,5000
12568,33,4000
12569,31,3500
12570,30,1230
12571,31,1996
12572,32,1320
12573,28,1500
12574,32,2547
12575,51,3700
12576,30,3900.00
12577,29,975
12578,28,1533.33
12579,35,4000
12580,43,3500
12581,33,1960
12582,26,800.00
12583,23,1067.00
12584,25,2300.00
12585,23,1359
12586,35,2000.00
12587,24,2000
12588,39,10000
12589,28,2800
12590,39,2100
12591,39,1300
12592,24,1000
12593,25,1600
12594,28,700
12595,31,2500
12596,23,1500
12597,39,1500
12598,36,5000
12599,35,3500
12600,39,3127
12601,30,1600
12602,25,1500
12603,49,2000
12604,45,5700
12605,20,1200
12606,28,1500
12607,45,3500
12608,20,4000
12609,25,1552
12610,40,1200
12611,29,1750
12612,28,3150
12613,36,2464
12614,23,1000
12615,50,7000
12616,27,1780
12617,54,1900
12618,38,7321.24
12619,53,5500.00
12620,36,4100
12621,26,1583.74
12622,29,814
12623,50,8000
12624,30,1200
12625,54,900
12626,38,2500
12627,44,12000.00
12628,21,1200
12629,26,1390.00
12630,28,2000.00
12631,28,2800
12632,27,2500
12633,29,1100
12634,43,4500
12635,25,1800
12636,32,2400
12637,28,1600
12638,34,4000
12639,21,1200
12640,29,3300
12641,23,1500
12642,41,1400.00
12643,42,1500
12644,20,603
12645,30,1755
12646,47,6000
12647,37,7000
12648,36,1680.00
12649,61,2000
12650,31,5600.00
12651,28,2125.50
12652,27,1100
12653,44,1037
12654,50,5600
12655,43,6000
12656,23,800
12657,60,5500
12658,50,4500
12659,29,2157
12660,29,2500
12661,31,2150
12662,33,8500
12663,25,2500
12664,40,1200
12665,25,1100
12666,30,6500
12667,29,1659
12668,30,1100
12669,40,10000
12670,40,2000
12671,28,1200
12672,31,2600
12673,25,7000
12674,32,1450.00
12675,39,6000
12676,25,1450
12677,20,505
12678,27,850.00
12679,33,1371
12680,38,3500
12681,30,3000
12682,38,9127
12683,28,2000
12684,40,1800
12685,44,11800
12686,33,3800
